;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
17;17;Web-дизайнер;Москва;40000.0;40000.0;Компания РЦБТ;2019-11-13;21;От 1 года до 3 лет;Частичная занятость;Удаленная работа;"Создавать современные, красивые и продуманные дизайн-концепции;Разработка интерфейсов сайтов и фотографий; Проектировать интерфейсы; Постоянно отслеживать современные тренды в дизайне, разбираться в них и применять в своей работе.Требования:Опыт работы от 1 года. Опыт в веб студии будет преимуществомПонимание основ UI/UX.Уверенное владение Adobe Ps, Illustrator, Indesign, Sketch/Figma, Zeplin, Axure.Будет преимуществом опыт работы с Principle, Adobe After Effects, Flinto, Framer.Умение оценивать время и четко планировать свою работу.Умение быстро переключаться между проектами.Условия:оформление по договору занятость - 4 часа в деньГрафик работы - 5/2 полностью удаленная работа опытная команда; участие в интересных проектахдружественная и неформальная атмосфера в команде,. Ключевые навыкиAdobe IllustratorUIUXAdobe PhotoshopВеб-дизайнДизайн интерфейсовПодготовка презентации";Разработка интерфейсов сайтов и фотографий. Проектировать интерфейсы. Постоянно отслеживать современные тренды в дизайне, разбираться в них и применять в своей...;Опыт работы от 1 года. Опыт в веб студии будет преимуществом. Понимание основ UI/UX. Уверенное владение Adobe Ps, Illustrator...;;"Adobe Illustrator;Adobe Photoshop;UX;Adobe InDesign;Web-дизайн"
825;825;Web-дизайнер;Москва;;70000.0;Доктор Веб;2019-11-25;9;От 1 года до 3 лет;Полная занятость;Полный день;Мы ищем web-дизайнера, который будет ответственно, аккуратно и своевременно разрабатывать дизайн-макеты сайтов, улучшать юзабилити и интерфейс уже существующих веб-проектов, продумывать визуалы современных, продающих, привлекательных лендингов и баннеров. Нужно уметь работать как в заданных рамках фирменного стиля, так и не бояться выходить за них. Мы хотим найти креативного, исполнительного, грамотного, внимательного специалиста с любовь к своему делу. Навыки верстки и основ полиграфии, умение подготовить к печати материалы будет очень большим плюсом к Вашему резюме. Обязанности:  Проектирование интерфейсов сайтов Отрисовка дизайн макетов и графических элементов сайта Редизайн сайтов Создание лэндингов Разработка презентаций Создание баннеров  Требования:  Хорошие навыки Photoshop, Illustrator (обязательно!) Опыт создания адаптивных веб-сайтов, лэндингов Внимание к деталям Наличие портфолио Ответственность Строгое соблюдение сроков исполнения  Будет плюсом:  Знание основ полиграфии, верстка в Adobe InDesign, подготовка макетов к печати (желательно) Знание пакетов 3д моделирования (Cinema 4d. 3dsmax) Работа с трекером (менеджером задач)  Условия:  Мы открыты для новых идей — ценим инициативу, поощряем профессиональный рост. Сотрудникам мы предоставляем официальное трудоустройство, белую зарплату, добровольное медицинское страхование и теплую атмосферу нашего дружного коллектива. Мы вкусно кормим (чай, кофе, компенсация затрат на питание). Финальный размер заработной платы обсуждается с успешным кандидатом. Работаем в центре Москвы — в 7–10 минутах пешком от станции метро «Белорусская». Свободный стиль в одежде. График работы 5/2, с 9:30 до 18:00. ;Проектирование интерфейсов сайтов. Отрисовка дизайн макетов и графических элементов сайта. Редизайн сайтов. Создание лэндингов. Разработка презентаций. Создание баннеров.;Хорошие навыки Photoshop, Illustrator (обязательно!). Опыт создания адаптивных веб-сайтов, лэндингов. Внимание к деталям. Наличие портфолио. Ответственность. Строгое соблюдение сроков...;;"Adobe Illustrator;Adobe Photoshop;Adobe InDesign;Веб-дизайн;Web Design"
1733;1733;Web-дизайнер;Санкт-Петербург;;100000.0;Центр Интернет-Технологий Факт;2019-11-22;12;От 3 до 6 лет;Полная занятость;Полный день;"Построить свою карьеру с “Фактом” - это прекрасная возможность приобрести бесценный опыт “игры в высшей лиге”. Мы работаем с крупнейшими российскими федеральными компаниями и представительствами крупных зарубежных компаний в России. Наши заказчики - такие известные бренды, как Русал, Адамас, Paolo Conte, Gold 585, Технониколь, ПАО Туполев, Гознак, Интер РАО ЕЭС и другие. Профилем нашей компании является создание, сопровождение и развитие технологичных веб-систем. Мы ищем хорошего специалиста с достойным опытом работы в Web. Обязанности:  Создание дизайн-концепций и дизайна сайтов, мобильных приложений, иллюстраций, анимаций и всего того, без чего сегодня не существуют крутые web-продукты; Активная работа в команде, участие в мозговых штурмах для выработки оптимальных решений; Стремление работать, развиваться и развивать свою компанию, быть в тренде.  Требования:  Уверенное владение Adobe Photoshop, Adobe Illustrator, Adobe XD, Figma; Опыт работы дизайнером не менее 3 лет; Наличие портфолио; Умение самостоятельно распределять рабочее время и работать с информацией; Адекватность к критике, предсказуемость и скорость работы; Готовность работать в распределенной структуре; Понимание принципов верстки и адаптивного дизайна; Знание современных трендов в web и mobile.  Что мы предлагаем:  Зарплата по итогам собеседования и уровню портфолио; Возможность реализовывать крупные, нестандартные web-проекты в большой команде; Хорошая заработная плата, официальное трудоустройство по ТК РФ; Соцпакет Офис в 5 минутах пешком от станции метро Московские ворота (синяя ветка); Работа в офисе с 9 до 18 (иногда допускается работа из дома); Дружная команда профессионалов в четырех офисах по стране. ";Создание дизайн-концепций и дизайна сайтов, мобильных приложений, иллюстраций, анимаций и всего того, без чего сегодня не существуют крутые web...;Уверенное владение Adobe Photoshop, Adobe Illustrator, Adobe XD, Figma. Опыт работы дизайнером не менее 3 лет. Наличие портфолио. ;;"Adobe Illustrator;Adobe Photoshop;Web-дизайн;Веб-дизайн;Figma;Experience Design;UX;UI;Графический дизайн;Креативность;Разработка концепции;Творческое мышление"
166;166;Web-дизайнер;Иваново (Ивановская область);35000.0;;СК-Сервис;2019-12-04;0;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  подготовка дизайн – макетов для передачи в верстку; подготовка рендеров по готовому ТЗ; верстка e-mail рассылок; разработка полиграфической продукции : каталоги, буклеты, визитки;  Требования:  опыт работы от 1 года создания веб – дизайна, рекламных материалов и дизайн полиграфии умение работать с Photoshop, coreldrew, Illustrator - обязательно опыт разработки адаптивных интерфейсов обязательное знание основ композиции и типографики, навыки грамотного расположения элементов и текста ( верстки), чувство стиля вашим преимуществом будет знание UX/UI, базовые знания HTML/CSS наличие художественного вкуса, увлеченность последними тенденциями в сфере дизайна умение укладываться в дедлайн исполнительность и ответственное отношение к работе внимательность и аккуратность умение ориентироваться в современных трендах.  Условия:  Заработная плата (оклад + премия); Премии/бонусы за высокие показатели в работе; Много интересных и креативных задач и ресурсы для их выполнения; Компенсация мобильной связи 100%; Молодой и дружный коллектив; Корпоративные мероприятия за счёт компании; Оформление по ТК РФ; Работа в офисе (Шереметьевский пр-т). ";Подготовка дизайн – макетов для передачи в верстку. Подготовка рендеров по готовому ТЗ. Верстка e-mail рассылок. Разработка полиграфической продукции : каталоги...;Опыт работы от 1 года создания веб – дизайна, рекламных материалов и дизайн полиграфии. Умение работать с Photoshop, coreldrew, Illustrator - обязательно. ;;
827;827;Web-дизайнер;Воронеж;40000.0;;Студия дизайна Silicium;2019-11-27;7;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Разработка дизайна сайтов в соответствии с техническим заданием (в том числе создание дополнительных графических элементов - баннеров, кнопок, иконок и т.п.); Создание прототипов сайта; Работа с внутренними корпоративными интернет-ресурсами (обновление и добавление элементов по мере необходимости, редизайн) Дизайн шаблонов сайтов.  Требования:  Знание UX/UI, Photoshop, Figma; Знание принципов проектирования сайтов и адаптивного дизайна; Умение защищать проект и отстаивать собственное мнение; Опыт в Web разработке; Наличие портфолио.  Условия:  РАБОТА В ОФИСЕ, график 5/2, 8-часовой рабочий день; Официальное оформление в соответствии с трудовым законодательством; Периодическое обучение. ";Разработка дизайна сайтов в соответствии с техническим заданием (в том числе создание дополнительных графических элементов - баннеров, кнопок, иконок и т...;Знание UX/UI, Photoshop, Figma. Знание принципов проектирования сайтов и адаптивного дизайна. Умение защищать проект и отстаивать собственное мнение. ;;"Web Design;Создание сайтов;Figma;Adobe Photoshop;UI;UX;Графический дизайн;Bootstrap;Прототипирование"
1131;1131;Web-дизайнер;Воронеж;40000.0;;ТВИМ, Веб-студия;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Разработка дизайна сайтов в соответствии с техническим заданием; Создание прототипов сайта.  Требования:  Знание UX/UI, Photoshop, Figma; Знание принципов проектирования сайтов и адаптивного дизайна; Умение защищать проект и отстаивать собственное мнение; Опыт в Web разработке; Наличие портфолио.  Условия:  РАБОТА В ОФИСЕ Оформление в соответствии с трудовым законодательством, пятидневная рабочая неделя, 8-часовой рабочий день, выходные и праздники соблюдаются; Периодическое обучение. ";Разработка дизайна сайтов в соответствии с техническим заданием. Создание прототипов сайта.;Знание UX/UI, Photoshop, Figma. Знание принципов проектирования сайтов и адаптивного дизайна. Умение защищать проект и отстаивать собственное мнение. ;;"UX;Проектирование пользовательских интерфейсов;Figma;UI;Web-дизайн;Веб-дизайн;Прототипирование;Управление проектами;Графический дизайн"
237;237;Web-дизайнер;Тула;45000.0;;Национальный Исследовательский Институт Дополнительного Профессионального Образования;2019-12-02;2;От 3 до 6 лет;Полная занятость;Удаленная работа;"  В компанию, занимающуюся онлайн-обучением, веб-дизайнер с опытом работы от 3 лет   Что нужно будет делать: Работа в команде отдела интернет-маркетинга под руководством ведущего дизайнера. Обязанности: 1) Дизайн сайтов: корпоративные сайты, e-commerce, landing page (desktop и адаптив) 2) Разработка web-баннеров; 3) Дизайн e-mail рассылок; 4) Разработка прототипов web-страниц; 5) Оформление страниц в социальных сетях 6) Приёмка вёрстки и отображения сайтов после программирования   Что требуется от кандидата:  Обязательно наличие портфолио, особенно приветствие наличие с адаптивных сайтов; Уверенное владение Photoshop и Illustrator; Знание принципов юзабилити сайтов; Опыт проектирования и визуализации пользовательских интерфейсов; Умение работать со стоками (фото, иконки); Внимание к деталям, инициативность, активность, ответственность, ориентированность на результат; Креативность, творческое мышление.  Условия: Отклики без портфолио не рассматриваются! Спасибо за понимание. Если давно мечтали работать над интернет-проектами от начала до конца, видеть свое влияние на конечный результат – ждем!  Обучение и повышение квалификации. Опытный наставник. Интересные задачи! Сайты для федеральных и московских организаций Испытательный срок 3 мес. Трудоустройство по ТК РФ. ";Работа в команде отдела интернет-маркетинга под руководством ведущего дизайнера. Обязанности: 1) Дизайн сайтов: корпоративные сайты, e-commerce, landing page...;В компанию, занимающуюся онлайн-обучением, веб-дизайнер с опытом работы от 3 лет. Обязательно наличие портфолио, особенно приветствие наличие с...;;"Adobe Photoshop;Adobe Illustrator;Web-дизайн;Веб-дизайн;Проектирование пользовательских интерфейсов"
356;356;Web-дизайнер;Москва;60000.0;;ГрандТитул;2019-12-03;1;От 3 до 6 лет;Полная занятость;Полный день;"Обязанности: - разработка концепции дизайна и интерфейса web-сайта; - отрисовка дизайн-макетов (технический дизайн) разделов, страниц, интерфейсов, модулей; - создание графических и стилистических элементов для сайтов, дизайн баннеров; - подготовка и размещение на сайте графики и контента; - подготовка оригинал-макетов к адаптивной верстке - оптимизация дизайна существующих и разработка новых интерфейсов. Требования: Знание графических программ Adobe Photoshop, Illustrator, Adobe Experience Design Знание азов и понимание принципов адаптивной вёрстки Анимация в After Effects будет плюсом, желательно быть знакомым с 3D MAX Понимать различие в создании интерфейсов для desctop и mobile устройств. Иметь в арсенале знания по front-end технологиям HTML5 + CSS3 + JavaScript + jQuery Framework - Bootstrap, Foundation. Иметь набор стандартных решений для создания слайдеров, галерей, календарей, навигации, валидации форм и пр. Быть в курсе основных &quot;трендов&quot; в веб-дизайне. Условия: Территориально - МТК «Гранд», 15 минут от м. Речной Вокзал. Интересная перспективная работа, соц. пакет, трудоустройство по ТК РФ. График работы - 5/2 Нормированный рабочий день - с 9.30 до 18.00 Обеды бесплатно Полный рабочий день На территории работодателя Полный рабочий день";разработка концепции дизайна и интерфейса web-сайта. - отрисовка дизайн-макетов (технический дизайн) разделов, страниц, интерфейсов, модулей. - создание графических и стилистических...;Знание графических программ Adobe Photoshop, Illustrator, Adobe Experience Design. Знание азов и понимание принципов адаптивной вёрстки. Анимация в After Effects...;;"jQuery;CSS3;Adobe Photoshop;HTML5;JavaScript"
9;9;Web-дизайнер;Москва;70000.0;;Университет СИНЕРГИЯ;2019-11-21;13;От 1 года до 3 лет;Полная занятость;Удаленная работа;"В наш проект Synergy Future - сеть образовательных центров для школьников требуется Web-дизайнер Обязанности:  Оформление сайтов; Создание идеи и разработка макета: Оптимизация интерфейса; Определение правил компоновки web-страницы, выбор формата, элементов оформления.  Требования:  Важным требованием является наличие интересного портфолио; Опыт работы с образовательными учреждениям будет Вашим преимуществом; Развитый эстетический и художественный вкус; Тщательность и систематичность в работе.  Условия:  Оформление по ТК РФ; Удаленная работа; Заработная плата по итогам собеседований;  Возможность дальнейшего профессионального роста;  Возможность бесплатного посещения крупнейших бизнес форумов и тренингов с известными российскими и мировыми спикерами. ";Оформление сайтов. Создание идеи и разработка макета: Оптимизация интерфейса. Определение правил компоновки web-страницы, выбор формата, элементов оформления.;Важным требованием является наличие интересного портфолио. Опыт работы с образовательными учреждениям будет Вашим преимуществом. Развитый эстетический и художественный вкус. ;;"Adobe Photoshop;CorelDRAW;Web-дизайн;Креативность;Adobe Dreamweaver;Пользователь ПК"
61;61;Web-дизайнер;Киров;;;Золотая Леди;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;Обязанности:   Разработка дизайна новых сайтов   Редизайн существующих сайтов   Создание баннеров для сайтов и соц.сетей   Проектирование работы интерактивных элементов   Разработка прототипов Требования   Требования:   Понимание адаптивного дизайна, наличие портфолио приветствуется   Условия:  заработная плата обсуждаема, по результатам собеседования интересные проекты, возможность профессионального роста оплачиваемый корпоративный фитнес корпоративная столовая, льготные комплексные обеды график работы 5/2 с 8 до 17 часов ;Разработка дизайна новых сайтов. Редизайн существующих сайтов. Создание баннеров для сайтов и соц.сетей. Проектирование работы интерактивных элементов. Разработка прототипов. Требования.;Понимание адаптивного дизайна, наличие портфолио приветствуется.;;Web-дизайн
85;85;Web-дизайнер;Москва;;;МТС;2019-11-13;21;От 1 года до 3 лет;Полная занятость;Полный день;Твои основные обязанности:  Дизайн лендингов и сайтов Проведение исследований совместно с отделом UX  Ты подойдешь, если:  Работал продуктовым мобильным дизайнером от 2х лет Спроектировал не один сайт Знаешь, как устроена мобильная разработка В курсе про гайдлайны iOS и Android Проводил исследования с клиентами Умеешь работать с Figma  Мы предлагаем:  Работу с профессионалами своего дела Интересные задачи и проекты Компенсацию мобильной связи и акции от партнеров Классный офис недалеко от метро (м.Марксистская/м.Таганская) Заслуженные 28 дней отдыха ;Дизайн лендингов и сайтов. Проведение исследований совместно с отделом UX.;Работал продуктовым мобильным дизайнером от 2х лет. Спроектировал не один сайт. Знаешь, как устроена мобильная разработка. В курсе про...;;"Adobe Photoshop;Adobe Illustrator;CorelDRAW;iOS;Android;Figma;Mac Os;структурированность;Работа в команде;Ответственность;Web-дизайн"
