;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
163;163;Web-дизайнер;Москва;;;Mercury;2019-11-25;9;От 3 до 6 лет;Полная занятость;Полный день;"Обязанности: - разработка макетов анонсирующих блоков / изображений для сайтов компании в направлении дорогих часов и ювелирных украшений; - создание небольших GIF для сайта и соц. сетей; - обработка фотографий для карточек товаров, и использования в социальных сетях; - доработка дизайна некоторых страниц / разделов сайтов - создание рекламных html-баннеров - создание Web сайтов и тематических страниц   Требования: - Владение на профессиональном уровне: Adobe Illustrator, Adobe Photoshop - Знания по верстке, HTML &amp; CSS - Образование: высшее - Наличие портфолио - Английский язык (желателен)   Условия:  График работы: 5/2, с 11.00 до 20.00; Трудоустройство по ТК РФ; Место работы: м. Киевская; Заработная плата обсуждается с успешным кандидатом. ";разработка макетов анонсирующих блоков / изображений для сайтов компании в направлении дорогих часов и ювелирных украшений. - создание небольших GIF для сайта...;"Владение на профессиональном уровне: Adobe Illustrator, Adobe Photoshop. - Знания по верстке, HTML &amp; CSS. - Образование: высшее. - Наличие портфолио. - Английский язык (желателен).";;"Adobe Photoshop;Adobe Illustrator;CSS;HTML;Web-дизайн"
199;199;Web-дизайнер;Москва;;;Северный Ветер;2019-11-21;13;От 3 до 6 лет;Полная занятость;Полный день;"Обязанности:  Прототипирование и визуализация интерфейсов; разработка дизайна сайтов компании, внутренних систем, посадочных страниц; проектирование и отрисовка адаптивного интерфейса; отрисовка UI-сетов и элементов интерфейса; разработка анимации UI элементов; подготовка дизайн-макетов для верстки; работа над высоконагруженным enterprice проектом.  Требования:  Опыт в проектировке интерфейсов сайтов различной сложности. Опыт разработки макетов интерфейса под десктоп и мобильные устройства. Опыт разработки UI-сетов и элементов интерфейса. Понимание веб-стандартов и основ CSS и HTML, а так же принципов вывода информации на сайтах. Умение объяснить верстальщику и программисту концепцию разработанного интерфейса. Умение и желание работать в команде. Умение работать в Adobe Photoshop, Adobe Illustrator, Sketch. Умение работать с инструментами для прототипирования (Invision, Principle, Flinto, UXPin или другие). Умение или желание анализировать UX решения с помощью метрик и аналитики – приветствуется. Чувствовать стиль, понимать и владеть современными трендами в web дизайне и графическом дизайне – приветствуется.  Условия:  Официальное оформление в соответствии с ТК РФ. Достойная з/п – по результатам собеседования. График работы: 5/2 с 10:00 до 19:00 или с 09:00 до 18:00. Место работы: Химки, новый бизнес центр- Mebe One Khimki Plaza. Корпоративный транспорт от ст. Лобня, м. Речной Вокзал. Корпоративные скидки на перелеты собственными рейсами и туры от компании партнера. Широкие возможности для профессионального роста и развития. Интересная работа, дружный коллектив, возможность реализовать свои самые смелые идеи.  Благодарим Вас за интерес‚ проявленный к нашей Вакансии. Стандартный срок рассмотрения резюме - 14 дней. Отсутствие ответа в течение двух недель означает‚ что, к сожалению, на сегодня у нас нет подходящих вакансий. При этом Ваше резюме будет сохранено в нашей базе данных и, если подходящая вакансия появится в последующем‚ мы предложим ее Вам для рассмотрения. Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам.";Прототипирование и визуализация интерфейсов. Разработка дизайна сайтов компании, внутренних систем, посадочных страниц. Проектирование и отрисовка адаптивного интерфейса. Отрисовка UI-сетов...;Опыт в проектировке интерфейсов сайтов различной сложности. Опыт разработки макетов интерфейса под десктоп и мобильные устройства. Опыт разработки UI-сетов...;;
275;275;Web-дизайнер;Пермь;;;ITMS;2019-11-11;23;Нет опыта;Проектная работа;Удаленная работа;"Требования:  знание ui/ux; наличие хороших работ в портфолио, преимущественно интерфейсы web-приложений; знание графических редакторов: Figma (обязательно), PS, AI; адекватность; умение выполнять поставленные задачи в срок.   ";;Знание ui/ux. Наличие хороших работ в портфолио, преимущественно интерфейсы web-приложений. Знание графических редакторов: Figma (обязательно), PS, AI. Адекватность. ;;
347;347;Web-дизайнер;Барнаул;;;Энтерра;2019-12-04;0;От 1 года до 3 лет;Частичная занятость;Гибкий график;"Ищем талантливого дизайнера для работы в in-house команде!  Что тебя ждет?    Полноценное погружение в тематику: работая над одним проектом ты лучше поймешь нишу и сможешь сфокусироваться на творчестве;   Ты станешь частью бизнеса, а не просто «рисовалкой» креативов. Будешь принимать активное участие в развитии визуального образа бренда;   Адекватное руководство. Не нужно объяснять клиентам в сотый раз, почему лучше использовать именно этот шрифт. Не нужно ждать от клиентов оплаты, терпеть задержки и «плясать» вокруг их правок;   Больше возможностей для реализации своих идей. Ты видишь результат своей работы, почти в реальном времени;   Интересный проект мирового уровня.   Что нужно делать?   Дизайн лендингов и e-mail рассылок;   Оформление соцсетей и блогов;   Создание баннеров для рекламных кампаний (в т.ч. анимированных);   Оформление презентаций;   Разработка полиграфических материалов;   Генерировать идеи на БрейнШтормах вместе с командой.   Нам важно чтоб ты умел:   Находить общий язык с frontend-разработчиком и понимать основные принципы UX/UI;   Видеть композицию и чувствовать стиль;   Уверенно пользоваться Adobe Photoshop, Illustrator;   Сначала обдумать поставленную задачу, а потом визуализировать ее.   Креативность, наличие собственных идей, знание мировых трендов в дизайне, хороший вкус, внимание к мелочам - это про тебя.  Что получишь?   График работы: part-time, удобное время заранее обговорим ;   Официальное трудоустройство по ТК РФ, соц.пакет;   Просторные кабинеты, без намека на open space;   Комната отдыха с Xbox/kinect, мягкими диванчиками, настольным футболом и теннисом;   Свежие фрукты за счет компании каждый день;   Занятия английским и испанским языками в офисе;   Свой спорт. зал в офисе компании.  ";Дизайн лендингов и e-mail рассылок. Оформление соцсетей и блогов. Создание баннеров для рекламных кампаний (в т.ч. анимированных). ;Находить общий язык с frontend-разработчиком и понимать основные принципы UX/UI. Видеть композицию и чувствовать стиль. Уверенно пользоваться Adobe...;;"Adobe Illustrator;Креативность;Adobe Photoshop;Дизайн;Графический дизайн;Web-дизайн;Английский язык"
408;408;Web-дизайнер;Москва;;;Хилби;2019-12-04;0;От 3 до 6 лет;Полная занятость;Гибкий график;"HEALBE Вакансия Дизайнера в ООО «Хилби»:   О компании: Международная компания Healbe является разработчиком, производителем и дистрибьютером инновационного устройства для отслеживания состояния важных жизненных параметров организма. Компания обладает патентованными технологиями по автоматическому определению прихода и расхода калорий, качеству сна, состояния сердечной деятельности, уровню стресса и водного баланса организма. Продуктом компании является Healbe GoBe – первый автоматический трекер входящих калорий в виде носимого браслета и сервисов к нему на основе приложений (iOS / Android) и веб-сайта. Компания работает на рынке США, Азии, Европы и РФ. Наша компания активно развивается, и мы открываем позицию Дизайнера в департаменте Маркетинга.   Обязанности: Разработка материалов (В2С и B2B) для отдела Маркетинга Поддержка Отдела маркетинга по основным направлениям деятельности:  General: мастер-презентации, промо-материалы Печать: листовки, брошюры. Web: баннеры, соц.сети Перечень программ для владения: Adobe Photoshop, Adobe illustrator, Adobe After Effects, Adobe Premier Pro, Adobe Acrobat Pro, Adobe inDesign, Lightroom, Flash, Sketch, Corel Draw    Дополнительно:  Разработка креативных концепций и дизайна компании: сателлиты, промо-сайты, landing page Разработка дизайн-макетов сайта компании Улучшение и совершенствование текущего дизайна Создание маркетинговых материалов компании (календари, баннеры и пр.) Дизайн дополнительного контента, необходимого для маркетинговых материалов Знание WEB- анимации и видеоанимации будет Вашим преимуществом    Условия:  Белая заработная плата; Испытательный срок – 3 месяца; Оплачиваемый отпуск (28 календарных дней); Офис в центре Москвы, 5-10 минут от метро Новокузнецкая, Третьяковская, Павелецкая; Дружный весёлый молодой коллектив людей, увлеченных своим делом; Насыщенная интересная работа в уникальной инновационной компании; Опыт работы на мировом рынке, возможность сделать в России то, что ещё никто никогда не делал; Оформление по ТК РФ; Гибкий распорядок дня; Возможность карьерного роста.     ";Разработка креативных концепций и дизайна компании: сателлиты, промо-сайты, landing page. Разработка дизайн-макетов сайта компании. Улучшение и совершенствование текущего...;General: мастер-презентации, промо-материалы. Печать: листовки, брошюры. Web: баннеры, соц.сети. Перечень программ для владения: Adobe Photoshop, Adobe illustrator, Adobe...;;"Adobe Illustrator;Adobe Photoshop;Web-дизайн;Adobe InDesign;Adobe Flash"
872;872;Web-дизайнер;Москва;;;МСН Телеком;2019-12-03;1;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Разработка стилистических и графических элементов для существующих сайтов и интерфейсов, графическое оформление отдельных web-страниц в рамках существующего дизайна  Создание графических материалов для соц. сетей Создание эффектных презентаций, в том числе в PowerPoint  Дизайн и верстка макетов POS-материалов (буклеты, плакаты, визитки и др.)  Требования:  Владение графическими пакетами (Adobe Photoshop, Adobe illustrator‚ Adobe After effects, Figma, Sketch)  Опыт проектирования и прототипирования мобильных и веб интерфейсов   Знание основ UI/UX, умение рисовать &quot;от руки&quot;  Способность выстроить концепцию и композицию макетов Внимание к деталям, художественный вкус, творческий подход, высокая скорость работы Наличие портфолио – обязательно  Условия:  Оформление согласно ТК РФ График 5/2 Бесплатный обед Офис м. Коломенская, Нагатинская ";Разработка стилистических и графических элементов для существующих сайтов и интерфейсов, графическое оформление отдельных web-страниц в рамках существующего дизайна. ;Владение графическими пакетами (Adobe Photoshop, Adobe illustrator‚ Adobe After effects, Figma, Sketch). Опыт проектирования и прототипирования мобильных и веб интерфейсов. ;;
1133;1133;Web-дизайнер;Москва;;;Агентство коммуникаций AVANT;2019-11-19;15;От 1 года до 3 лет;Полная занятость;Полный день;Агентство коммуникаций Авант приглашает на постоянную работу web-дизайнера в digital-отдел. Обязанности:  Участие в разработке креативных концепций в составе креативной команды. Отрисовка дизайн-макетов (технический дизайн) разделов, страниц, интерфейсов, модулей. Создание графических и стилистических элементов для сайта, дизайн баннеров и промо- страниц, создание презентаций. Оптимизация дизайна существующих сайтов и разработка новые интерфейсов  Требования:  Опыт работы от 6 месяцев на аналогичной должности. Опыт работы над веб-проектами различной сложности (дизайн Landing page, интернет-магазинов и др). Знание модульных сеток и принципов типографики. Знание юзабилити. Опыт работы в Figma. Идеальное чувство вкуса и стиля. Умение работать в команде.  Условия:  Оформления приема на работу согласно ТК РФ, График работы 5/2, с 10:00 до 19:00 Уютный офис в шаговой доступности от метро Академическая. Возможность профессионального развития. Молодой и креативный коллектив. ;Участие в разработке креативных концепций в составе креативной команды. Отрисовка дизайн-макетов (технический дизайн) разделов, страниц, интерфейсов, модулей. ;Опыт работы от 6 месяцев на аналогичной должности. Опыт работы над веб-проектами различной сложности (дизайн Landing page, интернет-магазинов...;;"Adobe Photoshop;UI;UX;Web-дизайн;Графический дизайн"
1266;1266;Web-дизайнер;Белгород;;;МЕДИА;2019-12-01;3;От 1 года до 3 лет;Полная занятость;Полный день;Webmedia - агентство из Белгорода с большими возможностями: создаём сайты, бренды, продвигаем бизнес в интернете.Мы очень сильно хотим найти дизайнера, который бы вместе с нами создавал проекты не только в России, но и за рубежом. Требуемый опыт работы: 1–3 годаОбязанности:1. Разработка графического и веб-дизайна для клиентов агентства, начиная от логотипа и фирменного стиля и заканчивая сложными веб интерфейсами для онлайн-магазинов.2. Умение создавать адаптивный дизайн (десктоп, планшеты и телефоны)3. Ориентация в современных дизайн-трендах 4. Большой творческий потенциал. 5. Умение находить общий язык с клиентами. 6. Хорошо развитое образное мышление и память. 7. Аккуратность и умение концентрироваться на работе. 8. Чувство ответственности. 9. Желание учиться. 10. Умение признавать ошибки и недочеты, которые были совершены в процессе работы, и быстро их исправлять.Требования: 1. Портфолио проектов (опыт работы). 2. Базовые знания HTML‚ CSS и начальные навыки верстки. 3. Знание Photoshop, Illustrator, CorelDraw, Flash, Figma, 3d дизайна (и другие графические программы). 4. Умение создавать иконки, иллюстрации и баннеры. 5. Знание принципов юзабилити сайтов (удобство в использовании, эргономичность). 6. Опыт проектирования и визуализации пользовательских интерфейсов. 7. Понимание специфики работы на iOS и Android. 8. Навыки разработки flash-анимации (создание небольших видео (мультфильмов) из уже готовых изображений или же фрагментов фильмов). 9. Умение создавать инфографику (способ визуализации данных). 10. Умение рисовать руками. Условия:  Полный рабочий день Удобное рабочее место с мощным компьютером Работа в команде единомышленников  Для того, чтобы мы тебя взяли необходимо:Выполнить тестовое заданиеПройти собеседование;1. Разработка графического и веб-дизайна для клиентов агентства, начиная от логотипа и фирменного стиля и заканчивая сложными веб интерфейсами...;2. Умение создавать адаптивный дизайн (десктоп, планшеты и телефоны). 3. Ориентация в современных дизайн-трендах. 4. Большой творческий потенциал. 5. ;;"Adobe Illustrator;Adobe Photoshop;Adobe Flash;UI;Веб-дизайн"
1425;1425;Web-дизайнер;Москва;;;ДЖИЛИ-МОТОРС;2019-11-22;12;От 3 до 6 лет;Полная занятость;Полный день;Обязанности:  Дизайн и верстка маркетинговых материалов для наших продуктов (включая макеты для интернет баннеров в формате HTML5, GIF, Jpeg, видео-материалы для сети Интернет и ТВ). Web-дизайн и верстка Фотокоррекция и ретушь фото. Ресайзы всех рекламных носителей.  Требования:  высшее профессиональное образование, желателен опыт работы в автомобильной сфере (в импортере in-house team или в агентстве-партнере импортера) с аналогичным функционалом от 2-х лет, опыт работы в дизайне от 5 лет, отличное знание графического пакета Adobe СС (InDesign, Photoshop, Illustrator, и т.д.). Умение работать с видео редакторами и HTML5, обязательно наличие ПОРТФОЛИО, навыки копирайтинга будут является преимуществом.  Условия:  место работы м. Белорусская, Савеловская, график работы с 9:00 до 18:00, оформление в соответствии с трудовым законодательством, частичная компенсация расходов на питание, ДМС (после срока испытания), ежемесячный бонус в зависимости от выполнения индивидуальных показателей (KPI) и целей компании (после срока испытания). ;Дизайн и верстка маркетинговых материалов для наших продуктов (включая макеты для интернет баннеров в формате HTML5, GIF, Jpeg, видео...;Высшее профессиональное образование. Желателен опыт работы в автомобильной сфере (в импортере in-house team или в агентстве-партнере импортера) с...;;"Adobe InDesign;Adobe Illustrator;Adobe Photoshop;Верстка;Графический дизайн;HTML5;Web Design"
1643;1643;Web-дизайнер;Москва;;;Университет СИНЕРГИЯ;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"О НАС:  30-летняя история - Школа Бизнеса «Синергия» - самая первая в России - основана в 1988 г. В структуре холдинга - более 15 учебных заведений - Университет «Синергия», Московский открытый институт, Московская академия предпринимательства, образовательный портал «MegaCampus», центр довузовской подготовки ЕГЭ.рф и другие. Помимо этого - консалтинговое агентство «Synergy Management Systems», креативное агентство «Synergy Digital», «Синергия ТВ», издательский дом «Синергия» и не только. Международный масштаб - 69 региональных подразделений в России и странах СНГ, в т.ч. Нью-Йорке, Лондоне и Дубаи. Самая большая продуктовая линейка в России, СНГ и Восточной Европе.  Холдинг &quot;Синергия&quot; приглашает в свою дружную команду Web-дизайнера ОБЯЗАННОСТИ:  Разработка креативных концепций и дизайна сайтов; Разработка дизайна целевых страниц (landing-pages); Проработка макетов на основе утвержденных концепций; Дизайн мобильных приложений.  ТРЕБОВАНИЯ:  Главный критерий - отличное портфолио по web-разработкам; Профессиональное владение графическими пакетами; Знание принципов визуальной коммуникации в интернете; Опыт разработки крупных информационных проектов; Опыт разработки адаптивных сайтов и мобильных приложений; Умение и желание работать в команде; Хорошие коммуникативные навыки; Умение работать в условиях жестких сроков.Обращаю Ваше внимание, что формат работы на удаленке мы не рассматриваем.  ЧТО МЫ ПРЕДЛАГАЕМ:  Офис м. Сокол (в шаговой доступности); График работы - 5/2, 9.00-18.00 или с 10.00-19.00; Возможность реализовать свои амбиции; Работу над уникальным проектом, сложные и интересные задачи; Для сотрудников компании предоставляются солидные корпоративные скидки на посещение спортивного клуба, автошколы, курсов иностранных языков, а так же обучения по любому направлению (высшее, второе высшее, MBA и другие виды образования); Возможность бесплатного посещения крупнейших бизнес форумов и тренингов с известными российскими и мировыми спикерами. ";Разработка креативных концепций и дизайна сайтов. Разработка дизайна целевых страниц (landing-pages). Проработка макетов на основе утвержденных концепций. ;Главный критерий - отличное портфолио по web-разработкам. Профессиональное владение графическими пакетами. Знание принципов визуальной коммуникации в интернете. Опыт разработки крупных...;;
